Relation Phrase,Cluster ID
more likely in,3241
suggests lower probability of,3242
less likely than,3242
less likely in,3242
less prevalent in,3242
lower probability than,3242
Targeting,3243
targeting,3243
remain at levels until,3244
remained at levels in,3244
to remain at level,3244
remain at level,3244
remain at levels for,3244
remained at level,3244
remains at levels following,3244
remained at level during,3244
expected to be above,3245
expected to stand above,3245
intended for,3246
intended purpose,3246
level after increase,3247
new level after increase,3247
increased less compared to,3248
increased less due to,3248
annually grew by,3249
grew annually at,3249
below,3250
Below,3250
is around below in,3251
below by,3251
is below in,3251
is below by,3251
was below by,3251
is below,3251
was below,3251
increases despite,3252
increase despite,3252
despite increase in,3252
increases despite high,3252
below levels,3253
below level by,3253
expected to stay above,3254
is expected to remain above,3254
expected to stay above for the rest of,3254
expected to remain above,3254
remained at very high levels,3255
remains at high levels in,3255
remains at elevated levels in,3256
remains elevated due to,3256
expected to stay,3257
expected to remain at,3257
expected to remain,3257
estimated to remain,3258
projected to remain,3258
is projected to remain on,3258
targeted,3259
targeted at,3259
targeted to,3259
is targeted at,3259
remains below level during,3260
remained below level of,3260
remained below level at,3260
was below level of,3261
was below level,3261
had lower level than,3262
has lower level than,3262
intended to address,3263
intend to address,3263
aimed to address,3263
aims to address,3263
remain above,3264
to remain above,3264
remains above,3265
stayed above,3265
remained above,3265
achieve,3266
achieves,3266
remained below by,3267
was still below,3267
remained below in,3267
remained below,3267
remaining below,3268
remain below,3268
remains below,3268
New Interest Rates Effective From,3269
new rates effective from,3269
to achieve,3270
aim to achieve,3270
aiming to achieve,3270
hoping to achieve,3270
aims to achieve,3270
must achieve,3270
decrease by percentage,3271
percentage decline,3271
decline to percentage of,3271
percentage of decline in,3271
percentage decrease,3271
dropped by percent,3272
percentage drop,3272
reduced from percentage,3273
decreased to percentage,3273
percentage down from,3274
percentage went down from,3274
expansion led to,3275
led to expansion in,3275
interest rate after increase,3276
New Interest Rate After Hike,3276
New Interest Rate After Increase,3276
New rate after increase,3276
new interest rate set to,3277
new rate,3277
New Interest Rate,3277
new interest rate is,3277
has negative relationship with,3278
has negative relationship,3278
aim at in,3279
aim to,3279
aim in,3279
aim at,3279
is small due to,3280
is small but,3280
assumes,3281
Assume,3281
has a detrimental impact on,3282
detrimental to,3282
detrimental impact on,3282
aimed to,3283
aimed for,3283
aimed at,3283
aims for,3284
aims at,3284
aim of,3284
aims to,3284
negatively related to,3285
is negatively related to,3285
smaller than,3286
smaller in,3286
smaller for,3286
remain high,3287
REMAIN HIGH DUE TO,3287
remain high at,3287
during periods,3288
during period,3288
during period from,3288
during periods of,3288
R increase in,3289
R increase amount,3289
R INCREASED,3289
R amount,3289
remained elevated,3290
remained elevated from,3290
remained elevated despite,3290
remains elevated despite,3290
adverse effect on,3291
adverse effects due to,3291
remained higher in,3292
remained higher at,3292
adversely affected during,3293
adversely impacted by,3293
adversely impacts,3293
adversely affects,3293
adversely affected by,3293
adversely affected,3293
adversely affecting,3293
adversely affect,3293
facing adverse impact from,3294
have an adverse impact,3294
adverse impact on,3294
remains high with,3295
remains high in,3295
remains high,3295
worst affected by,3296
most affected by,3296
reduced to value around,3297
reduced to value,3297
fell from value,3298
fell to value,3298
anticipated due to,3299
anticipated for,3299
anticipated in,3299
anticipated by,3299
anticipated at,3299
anticipated,3299
would support,3300
could support,3300
must be supported by at least,3301
should support,3301
should be supported by,3301
has negative effect on,3302
negative effect on,3302
has negative impact on,3302
negative impact,3303
negatively impact,3303
negative impact by,3303
negative impact on,3303
result in lower,3304
resulted in lower,3304
remained high at,3305
remained high in,3305
remained high despite,3306
remains high despite,3306
affects negatively,3307
negatively affects,3307
negatively affect,3307
negatively affected,3308
negatively impacted by,3308
negatively affected by,3308
is negatively affected due to,3308
affected negatively by,3308
value decline,3309
declines to value,3309
decline value,3309
rate decline value,3309
value decline to,3309
value decline from,3309
decline to value,3309
decrease value,3309
value decline in,3309
rate of decline in,3310
rate decline for,3310
backed by,3311
is backed by,3311
lowered in,3312
lowered,3312
lowered by,3312
inflation rate for month,3313
inflation rate in month,3313
inflation rates in months,3313
more or less likely to support,3314
likely to support,3314
is likely supported by,3314
conducted in,3315
was conducted in,3315
conducted on,3315
conducted for,3315
conducted,3315
conducted at,3315
conducted under,3316
Conducted under,3316
started rising on,3317
began to rise as a result of,3317
began to rise towards,3317
was on the rise towards,3317
expects conclusion of,3318
expected to be concluded by,3318
expectation to conclude,3318
expected to help,3319
expected to help during,3319
helping,3320
to help,3320
may be low on,3321
may be low in,3321
expected to support,3322
expected to provide support in,3322
expected to be supported over,3322
expected to be supported by,3322
supports expectation,3323
supports expectation of,3323
lower in,3324
be lower in,3324
assumed to be,3325
assumed to have,3325
is assumed in,3326
assumed in,3326
will be supported by,3327
will support,3327
lower by,3328
is lower for,3328
lower,3328
is lower by,3328
have lower,3328
lower for,3328
lower at,3328
expectations based on,3329
expectation based on,3329
sharp downward trend in,3330
experienced sharp declines in,3330
supports through,3331
support through,3331
can be lower,3332
would lower,3332
could lower,3332
might be lower,3333
may be lower than,3333
may be lower,3333
lower than,3334
is lower than,3334
was lower than,3334
Lower than,3334
less than,3335
is less than,3335
caused impact on,3336
cause impact on,3336
had expectations for,3337
had expectations about,3337
