Relation Phrase,Cluster ID
depends on reliance on,4279
diversifying away from,4025
reducing tensions was key for,3961
put a strain on growth of,4132
increases with age,4206
seen robust expansion in,4266
resulting spread,4429
supported since,4063
has not led to redistribution of,4502
increased pace time,4227
introduced measure affecting,4018
indirectly contributes to,4394
more dynamic than,3832
assessed at level,3823
has portion of indexation,4278
shaping,3826
expected rebound term,4226
satisfied,4581
intended to be kept at,4241
shape in,3826
monitored when,3815
will fall out of,4648
should be maintained,3872
exceed allowances must buy from,4006
during time,4193
make projections for,3977
lend and swap funds,4432
unit profits rise by,4342
entering crisis with,4471
must return,4517
represents on average,4716
mostly in,3868
contribute to maintaining,3872
faced need leading to support,4063
event in time,3852
specific to,3956
could counterbalance reliance on,3814
citing month,3825
drop in areas,3845
arrival of,3952
helping to sustain,4063
established to ensure,4225
yield impact through,4095
is distinct from,3864
ban on sales to,4292
decrease amount in scenario,4198
excess percentage of,4180
associated with improvement of,4099
can provide support for,4063
previous condition,4248
requires broad coverage of,4773
levied on,4463
continues to reflect,3833
policy adhered by,4212
expected growth pace,3979
experiences volatility,4253
introduced response to ageing population,4206
lower fraction use of,4124
calculated until,3926
was the reason why it rose between,4202
remains far too high,3831
cancelled,4717
tightening reflected in,4244
could risk stifling,3960
subjected to limited revisions,4687
to run until,3926
IncreasedFrom,4023
quantitative overestimation of,4690
R Performance,4178
highlights need to reach out beyond,4187
in discussions with,4164
decrease contributed to surge in,4542
first occurrence date,3915
link prominent in,4728
stand below level during,4065
Consistent income difference,4715
adjusted to below,4041
result of decreased,4198
investment strategies info,3945
explains greater importance in,4562
is a function in,4078
triggered deterioration,4119
influence on consumption,4753
change in country,4806
Effect reversed in following years on,4176
should remain vigilant about,4730
implies lower need for,4433
Source was,4028
aggravated,4551
often had additional data,3970
differences estimated on basis of data for,3953
increased less than global counterparts,3837
implemented to smooth,4672
helps steer,4385
has higher estimate at another time,3953
decrease expectation time,3855
includes year,4466
considered for purchase,4414
purpose of calculating,4698
trend in March,4268
is higher after,3882
saw trend at,4268
benefitted less from,4323
dropped out of,3845
holdings increased faster than,4051
survey status,4362
is an important factor in,4160
fell by amount,3845
RATIO VALUE,4124
provided by end of period,4079
declining effect of,4198
fewer in group,4203
expanded rapidly after,4310
aims to establish,3900
implies less risk to,3890
higher by amount net of,4023
aim to create common standards for,3951
traded percentage,4180
discusses initially,4164
is aftermath of,4009
health comparison,3984
been contracting since,4807
applies to sectors,3983
be effective by reducing,4099
aggravated by increase in,4551
comparative measure against,4018
as critical materials involved in,3971
combine policy tools due to,4212
had constant percentage of,4180
expected to be transitory,4129
coming due in,3868
main support in,4063
expected to last until,4044
supported by reduction in,3942
expected tightening time,4244
looks at,4232
stabilise or decline,3899
fell sharper than projected in,4607
rose due to,4202
in the medium term,4400
to be normalized at,4149
unlikely to ease in the near future due to,4708
indicators,4663
may weaken,3861
invited to monitor,3815
chosen for impact on,3805
consumers expect,4336
begin to shrink post,3959
Reflecting Participation Rate Increase,4085
maintain or increase,3872
show improvement at,4099
expects decline in,4198
contribute to resilience against,4197
decline rate,4198
comparison of inflation rates and volatility,4262
main drivers are,4049
updates indicate,4216
projection entity,3977
related to outlook for,4391
higher unemployment rate expectations than,4774
become a footnote in,4566
used indicator of,4663
eased despite increase,4304
likely illustrates,3801
caused weakness in,4769
represents fraction of,4124
expected average increase,3855
ensured stimulus reached,4407
stabilising creates headwinds to,4490
confirms decline in investment,3945
detail not given,4088
remained similar to,3802
deteriorated measures of,4119
for men between,3929
reverted to prior level by,3840
reduction led to build,4513
eligible for use in,4097
grew more than projections by,3977
proposes inclusion,3848
expect stronger impact on loan demand due to,3997
is the market estimate of,3953
controlled for factors,3814
higher with lower,3882
number condition,3928
threaten,3898
due to lower,3882
expectations on WHO announcement,4067
formed by,4058
priced in on date,3857
associated number,3891
estimated that average wages had grown by,3827
shows data since,3970
RateOf,4060
issue part of publication,4255
intention increase in,4023
for general economic situation not improved for next,3834
potential action by,4142
impose restrictions,3909
if excluding,4333
smooth,4672
is partial compared to,4640
not improved significantly since,4099
announced coordinated action on,4547
still remain despite alleviation,4233
including level of,3840
Compared to historical low in,3882
undergoing process,3908
ensures for area,4225
decides based on criteria in,3968
changed into,3802
announced implementation timeline,4482
mainly increased in,4023
witnessed,3871
specifies,4635
of their enterprise,4696
more protected than,4361
outpaced in time period,3889
can have effects through,3805
could change balance if policy changes,3819
expected to allow,3894
needs of,4224
R average in area,3829
contributed to slowdown,3844
due to sentiment towards,4194
erases benefit for,4817
little physical presence,4167
does not negatively impact,3805
trend did not continue during,4268
cut ties with,3991
rate of fall,3845
had performance,3844
led towards,4513
helping to offset shift in,3927
response constrained by,4157
exports used to approximate,4421
projection source,3977
enables switching of production,3881
and March,4711
